_id,ID,field_id,DATASET,FROM,Z,ZCONF,is_QSO,is_star,DR1_id,DR1_nbmatch,RA,DEC,B_KPC,B_ARCSEC,REFSPEC,REFCENTER,FELINE_ID,WHITE_ID,WHITE_ID,MANUAL_ID,fel_ID,FEL_score,FEL_sigma,WHITE_ID,WHITE_ID,wh_SDSS_r,wh_SDSS_i,sp_F775W,sp_SDSS_r,sp_SDSS_i,SDSS_r,SDSS_r_ERR,SDSS_i,SDSS_i_ERR,MAG_F775W,MAG_F775W_ERR,OII3726_FLUX,OII3726_FLUX_ERR,OII3726_EQW,OII3726_FLUX_EQW,OII3729_FLUX,OII3729_FLUX_ERR,OII3729_EQW,OII3729_EQW_ERR,MGII2796_EMI_FLUX,MGII2796_EMI_FLUX_ERR,MGII2796_ABS_EQW,MGII2796_ABS_EQW_ERR,MGII2803_EMI_FLUX,MGII2803_EMI_FLUX_ERR,MGII2803_ABS_EQW,MGII2803_ABS_EQW_ERR,sed_logMass,sed_logMass_l95,sed_logMass_u95,sed_rchisq,sed_ebv,sed_ebv_l95,sed_ebv_u95,sed_age,sed_age_l95,sed_age_u95,sed_metallicity,sed_tau,sed_tau_l95,sed_tau_u95,sed_curr_sfr,sed_curr_sfr_l95,sed_curr_sfr_u95,sed_sfr_100,sed_sfr_100_l95,sed_sfr_100_u95,photoz_zbest,photoz_zbest_l95,photoz_zbest_u95,photoz_rchisq,EXPTIME(s),PSF_qso,Comments_qso,zqso_sdss,depth_qso,ebv_sfd_qso,ebv_sandf_qso,ebv_planck_qso,HST_qso,rmag_qso,ra_qso,dec_qso,REW_2796,sig_REW_2796,z_absorption,z_absorption_dist,N100_abs,N2000_abs,abs_id,vel_absorption_dist,bool_absorption,detection_limit_p90,detection_limit_p75,detection_limit_median,N150_neighb,N100_neighb,N50_neighb,is_closest,B_KPC_NEIGHB,N100_LOS,N2000_LOS,primary_auto,isolated_auto,run_name,x,y,z,flux,radius,sersic_n,inclination,pa,turnover_radius,maximum_velocity,velocity_dispersion,x_err,y_err,z_err,flux_err,radius_err,sersic_n_err,inclination_err,pa_err,turnover_radius_err,maximum_velocity_err,velocity_dispersion_err,v22,dvdx,log_Mdyn,Jtot,JRF12,log_Mtot,BTmass,rad_kpc,v2kpc,v22_err,dvdx_err,log_Mdyn_err,Jtot_err,JRF12_err,log_Mtot_err,BTmass_err,rad_kpc_err,v2kpc_err,x_convergence,y_convergence,z_convergence,flux_convergence,radius_convergence,sersic_n_convergence,inclination_convergence,pa_convergence,turnover_radius_convergence,maximum_velocity_convergence,velocity_dispersion_convergence,best_chi2,chi2_at_p,BIC,Ndegree,BICr,Ndegree_r,Nr,AIC,k,pD,DIC,SNRmax,type,flux_profile,rotation_curve,thickness_profile,dispersion_profile,line,aspect,redshift,pixscale,cosmology,logger,h,Ez,DeltaVir,halo,kpc,q,model,wave_rest,wave_obs,psf_fwhm,psf_beta,lsf_fwhm,snr_from_src,snr_max,snr_3726_from_src,snr_3729_from_src,rotation_curve_DM,rotation_curve_disk,rotation_curve_gas,rotation_curve_bulge,adrift,snr_eff,velocity_dispersion_2Rd,alpha,score_auto,dist_ang,dist_lum,OII_flux,OII_flux_ERR,OII_flux_lim,OII_lum,OII_lum_ERR,OII_lum_lim,sed_logMass_ERR,SFR_gilbank,SFR_gilbank_ERR,SFR_gilbank_lim,Rvir,Mvir,rho0,rs,run_convergence_global,is_not_cont_run,is_multinest,minus_chi2_at_p,minus_BIC
0,11001,J0014m0028,b'beta',b'FELINE',1.92,3,1,0,,,3.7223223,-0.4743268,1.13,0.13,b'MUSE_WHITE',b'WHITE',b'110011',b'111101',111101,,110011,0.0,0.0,b'111101',111101,18.6497,18.3171,18.233282685761033,18.647212162565772,18.281962137813622,18.616508058186252,0.0002816108779827159,18.2867425727499,0.0001929805652536145,18.238626666726706,0.00019940787692384712,,,,,,,,,,,2.2966401732669434e-61,0.2248009055274551,,,3.738960979677164e-71,0.21864967665720728,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.11700000000000002,116890.73,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.482816519922432e+25,4.674868677546662e+26,0.0,,300,,,8.238913625078516e+40,,,,0.6940263176652864,,,,,,True,,,
0,11002,J0014m0028,b'psfsub',b'FELINE',2.9042,3,0,0,,,3.7139094,-0.4759664,246.46,30.94,b'MUSE_TOT_SKY',b'FELINE',b'110042',,,,110042,0.0,0.0,,,,,24.648714079981662,25.578158036175015,24.808132908463392,25.994695235307212,0.08930587033777088,25.078191854349313,0.03598917508450525,24.853788328001208,0.03209628645168384,,,,,,,,,,,,,,,,,12.861618518829346,12.671210623432161,13.056053600672174,3.7051532,0.25,0.18664915622886924,0.3237934781935677,9.199999999999994,9.151672384773839,9.247520808125604,0.02,199526231.0,172788127.5294262,268742683.8671109,12.798738421910699,8.29759914250468,20.014070393025737,16.55672180522668,9.587395373673234,29.665095528995344,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,1,0,0,0,0.0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.065236353580606e+25,7.720827143167359e+26,0.0,,300,,,2.2472882318301836e+41,0.0962107443100031,,,21.421783656014938,,,,,,True,,,
0,11003,J0014m0028,b'psfsub',b'FELINE',4.9771,2,0,0,,,3.7155762,-0.4704664,181.1,28.11,b'MUSE_TOT_SKY',b'FELINE',b'110055',,,,110055,0.0,0.0,,,,,27.38269128654001,28.649113498690106,27.6741878368747,27.424936277928165,0.23233477149252668,26.827903633794097,0.12429451232182871,26.620173558099516,0.11191122036035654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.095902484618373e+25,1.4632908337571026e+27,0.0,,300,,,8.072209467931733e+41,,,,6.79983559409889,,,,,,True,,,
0,11004,J0014m0028,b'psfsub',b'FELINE',6.03905,2,0,0,,,3.7142428,-0.4791886,197.88,33.99,b'MUSE_TOT_SKY',b'FELINE',b'110060',,,,110060,0.0,0.0,,,,,28.34767377578354,32.367573733459075,28.45115626995871,,,27.710589597463056,0.35508301113313884,27.33924982255679,0.2759722380112565,,,,,,,,,,,,,,,,,10.112149834632874,10.135210287132114,12.214288432641968,4.1194735,0.4,0.3497678716235548,0.5298888220409073,7.5,7.5,8.899999999999995,0.008,50118723400.0,79956916.66403325,50118723400.0,409.27277542007096,255.39276824434998,854.5544347658723,409.4019194139295,268.9115237601916,1033.9049340861518,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.700556782912531e+25,1.8335601974422194e+27,0.0,,300,,,1.2674226507824566e+42,0.5197695363774635,,,31.959449713943748,,,,,,True,,,
0,11005,J0014m0028,b'psfsub',b'FELINE',4.97868,2,0,0,,,3.7284099,-0.4776886,160.43,24.91,b'MUSE_TOT_SKY',b'FELINE',b'110061',,,,110061,0.0,0.0,,,,,99.0,99.0,99.0,32.00816618851445,14.89813479017372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,1,1,1,0,0.0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.095260675880408e+25,1.4638351430999368e+27,0.0,,300,,,8.078215924228611e+41,,,,6.804895288781513,,,,,,True,,,
0,11006,J0014m0028,b'psfsub',b'FELINE',4.91391,2,0,0,,,3.7233542,-0.4697442,109.99,16.97,b'MUSE_TOT_SKY',b'FELINE',b'110067',,,,110067,0.2,0.4,,,,,26.703187707096237,28.872828624373362,26.770399495513978,27.439138976946946,0.3365336973227903,26.478317172551467,0.12958363641433493,26.39991645860816,0.13254413365107726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.12170726796302e+25,1.4415395628664964e+27,0.0,,300,,,7.834012331402664e+41,,,,6.599184040912944,,,,,,True,,,
0,11007,J0014m0028,b'psfsub',b'FELINE',4.62853,2,0,0,,,3.720743,-0.4752998,44.87,6.72,b'MUSE_TOT_SKY',b'FELINE',b'110068',,,,110068,0.0,0.0,,,,,26.537384620102515,28.847323564787512,26.55982846562316,,,26.634183250624602,0.09728891743739296,26.511375840372782,0.09658192970731176,,,,,,,,,,,,,,,,,10.821580410003662,9.087625419710482,11.627279181113218,4.8763037,0.2,0.10892031060388782,0.2676285217332582,8.599999999999996,8.071499378244209,9.016821578951328,0.008,79432823.5,79432823.5,19301098679.02148,5.572808700112367,4.436683886585248,11.578483306196496,11.050343256488171,6.070417442399412,22.060938898279268,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,1,1,0,0,0.0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.241584963554059e+25,1.3437489603428385e+27,0.0,,300,,,6.807182610897151e+41,0.634913440350684,,,49.578390867643606,,,,,,True,,,
0,11008,J0014m0028,b'psfsub',b'FELINE',5.6531,2,0,0,,,3.7152984,-0.473022,155.89,25.83,b'MUSE_TOT_SKY',b'FELINE',b'110070',,,,110070,0.0,0.0,,,,,27.346853051012474,99.0,27.573008572550016,,,29.435396308594857,1.1764984615763256,28.831714392223525,0.7399850810923928,,,,,,,,,,,,,,,,,12.67994475364685,6.463354534161673,10.662930610712383,2.0480647,1.5,0.012746284555562431,1.4914317795941734,8.899999999999995,7.5,8.899999999999995,0.05,79432823.5,79432823.5,50118723400.0,2.6859908432107455,0.026426748622317222,9.175916192879264,5.3260613092038085,0.02862537257712178,13.227288559517676,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.8361434438872323e+25,1.698020545068331e+27,0.0,,300,,,1.0869686038501597e+42,1.0498940191376775,,,103.58952550003444,,,,,,True,,,
0,11009,J0014m0028,b'psfsub',b'FELINE',3.57471,2,0,0,,,3.7205763,-0.4776331,99.96,13.44,b'MUSE_TOT_SKY',b'FELINE',b'110071',,,,110071,0.0,0.0,,,,,26.78926772202533,27.675613098162856,26.830306428548052,,,,,29.124392486234683,1.5767844594120437,,,,,,,,,,,,,,,,,11.01225757598877,6.579987625380226,10.81169200371722,5.978337,1.35,0.49171048202532003,1.4986790069173614,9.099999999999994,7.5,9.199999999999992,0.02,79432823.5,79432823.5,50118723400.0,0.00016187133457255752,0.021102835871412453,0.2652379866186059,0.0003209752759639021,0.026198268676803565,0.3719686165625063,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.7298399327700225e+25,9.898595571035247e+26,0.0,,300,,,3.693841700751101e+41,1.0579260945842484,,,30.33424912617329,,,,,,True,,,
0,11010,J0014m0028,b'psfsub',b'FELINE',4.47684,2,0,0,,,3.7240764,-0.4765775,68.74,10.15,b'MUSE_TOT_SKY',b'FELINE',b'110074',,,,110074,0.0,0.0,,,,,27.95780660818005,29.25760295076989,27.981211545358406,29.143837516388757,0.7288634502220364,28.000432614839912,0.23556949842723368,27.90666596801949,0.23596505000642792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35700.0,0.61,,1.927,25.0,0.0529,0.0455,0.0617626458406448,,,3.7223509999999993,-0.474349,0.0,0.0,0.0,0,0,0,109,0.0,0,0.125,0.075,0.05,0,0,0,0,0.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.307535719494193e+25,1.2920787821493243e+27,0.0,,300,,,6.293744498968672e+41,,,,5.301699371685976,,,,,,True,,,
